start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-29T00:00:00.000000,2025-01-29T23:59:50.000000,37.732017813072645,54.14778264200998,201.28132499998696,81.74934900000545,1873.216807500868,5846939.979164259,2.462176487790423,0.00003442905602993277,12648.5
