start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-17T00:00:00.000000,2025-01-17T23:59:50.000000,-19.89682630517743,-24.49304224819118,-147.50665299998172,177.15070700000695,4083.472624146313,13952198.307767065,-0.8326619492406313,-0.000010573511374430142,23651.075000000004
