start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-25T00:00:00.000000,2025-01-25T23:59:50.000000,-2.896708315372507,-3.5732116521682964,-11.740640999985942,88.66302899999516,1112.12871860169,3679119.414006246,-0.1324186770112104,-3.1915245759802345e-6,13271.1
