start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-02T00:00:00.000000,2025-01-31T23:59:50.000000,10.728093375874504,15.230691583629676,3485.7079110003797,923.89507399992,2692.5437212334923,8964190.55440177,3.772839588709271,0.000012961651279221647,204677.025
