start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-12T00:00:00.000000,2025-01-12T23:59:50.000000,-29.645063171662255,-36.36467316552226,-105.29437799999943,157.25461200000103,1178.1363583748118,3853502.227202224,-0.6695789500914525,-0.000027327495885850165,49260.375
