start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-07T00:00:00.000000,2025-01-07T23:59:50.000000,55.94994845858555,238.06471898708193,1527.4705279999325,112.0762840000464,4112.475981016321,14494582.893760856,13.62884700923257,0.00010539436355164891,73666.5
