start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
1735776000000000.0,1738367990000000.0,31.911872202947233,59.699029539915976,9327.927552000467,331.1130689999809,3363.7463107496555,11203502.40738897,28.17142669775141,2.7753117433949684e-05,190313.72499999998
