start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
1737590400000000.0,1738195190000000.0,41.17486394767456,64.97847185547293,1835.471996999977,85.08717100000376,2614.6146596339227,8414741.985495709,21.571665568713005,3.1161338196333435e-05,60577.225
