start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue,day
2025-01-02T00:00:00.000000,2025-01-02T23:59:50.000000,68.44085442156211,95.94208560206548,329.7702800000018,44.97980699999664,1891.218891075356,6522407.708299591,7.331518341108631,5.05654456183e-05,24135.125,2
2025-01-03T00:00:00.000000,2025-01-03T23:59:50.000000,-2.648257859505724,-3.485579752418845,-15.679148999991751,129.49803499998472,2294.2655399930545,8007435.29649267,-0.1210763468340936,-1.9583004227633944e-06,52022.625,3
2025-01-04T00:00:00.000000,2025-01-04T23:59:50.000000,-31.62369341664349,-34.06012145899614,-428.0235699999568,642.0739499999619,1468.169927074893,5302978.070610018,-0.6666265934009348,-8.07231540088e-05,143561.0,4
2025-01-05T00:00:00.000000,2025-01-05T23:59:50.000000,24.811904331556185,36.27744255521002,158.35624899999937,86.1976419999969,2592.3000347262414,9419752.739159647,1.837129709418328,1.68130293625e-05,54231.375,5
2025-01-06T00:00:00.000000,2025-01-06T23:59:50.000000,52.69358622850072,240.76769684264437,908.1155010000372,34.43629899996631,2458.284523671721,9019498.93348768,26.370879780110094,0.0001006952410355,66317.84999999999,6
2025-01-07T00:00:00.000000,2025-01-07T23:59:50.000000,54.008745048042094,237.0082178201752,1448.221466999956,108.86660500005452,3680.4259752286143,12962014.903206388,13.302715437844604,0.000111741046083,73666.5,7
2025-01-08T00:00:00.000000,2025-01-08T23:59:50.000000,8.447036299526491,13.943551900396216,75.92832199998179,176.17717900001207,1744.201875217039,5813156.038985999,0.43097705634154,1.30629748295e-05,77335.77500000001,8
2025-01-09T00:00:00.000000,2025-01-09T23:59:50.000000,23.73353882165123,40.080085188004176,162.3478719999971,77.08747100000636,3067.355017941891,10033239.974626726,2.1060215089944214,1.61828746096e-05,16277.0,9
2025-01-10T00:00:00.000000,2025-01-10T23:59:50.000000,20.176280350048696,26.290104106838577,164.09146400001282,152.80240699998103,2625.3038546128023,8566656.1511286,1.0738800992842554,1.91568863475e-05,16483.875,10
2025-01-11T00:00:00.000000,2025-01-11T23:59:50.000000,2.608298790174461,3.376798374919637,9.204323000031252,55.27451499999634,1296.1500173631207,4220831.7521935385,0.1665201947051342,2.1809418093303413e-06,64804.50000000001,11
2025-01-12T00:00:00.000000,2025-01-12T23:59:50.000000,-23.966823851879838,-29.59855742871953,-87.21987699999494,153.8396960000042,942.1090403981942,3080257.7413126514,-0.5669529989190342,-2.83190500235e-05,49260.375,12
2025-01-13T00:00:00.000000,2025-01-13T23:59:50.000000,40.57136258258747,115.58518633836526,590.7462100000207,68.70925599999785,3400.393564069916,10526280.419493005,8.597767526401963,5.61275747722e-05,21909.475,13
2025-01-14T00:00:00.000000,2025-01-14T23:59:50.000000,59.49341311988603,133.92973680084313,509.6828659999841,39.41966600000211,1999.2313925222827,6386517.840305596,12.929659677988058,7.98153041527e-05,31663.25,14
2025-01-15T00:00:00.000000,2025-01-15T23:59:50.000000,19.138993699508383,23.5067563079218,134.1015449999942,109.2260849999994,2168.25095497164,7128040.454682247,1.2277428509865107,1.88154190006e-05,38936.7,15
2025-01-16T00:00:00.000000,2025-01-16T23:59:50.000000,17.136656855625482,23.007191741205595,102.06209599999852,87.29092000000549,1792.207431415673,5977212.767033222,1.169217783476129,1.70771752802e-05,33715.75,16
2025-01-17T00:00:00.000000,2025-01-17T23:59:50.000000,5.743591045457539,7.363721891210598,39.14110199997344,137.83551500001386,2137.247366593356,7290604.840004626,0.2839696430921269,5.36932581089928e-06,20332.2,17
2025-01-18T00:00:00.000000,2025-01-18T23:59:50.000000,-11.67039135220089,-13.73396742511132,-92.83925399998212,252.80747499998915,2784.3222595207776,9228875.6169001,-0.3672330258430298,-1.00608139476e-05,23199.575000000004,18
2025-01-19T00:00:00.000000,2025-01-19T23:59:50.000000,26.74486230196988,45.60229231945446,386.83762000002594,171.99745999999277,4080.4722768838974,13312517.000578731,2.249089143525969,2.90615514735e-05,23847.775,19
2025-01-20T00:00:00.000000,2025-01-20T23:59:50.000000,27.55151464795398,45.53010567459659,473.0683759999952,198.62175899998817,5994.6938303044335,19848581.04947325,2.381755042256087,2.38366226e-05,23973.075000000004,20
2025-01-21T00:00:00.000000,2025-01-21T23:59:50.000000,49.71324980236554,69.62959620971978,308.5506200000024,47.76410199999631,2297.2658872554694,7540328.923254977,6.459885292097111,4.09247844692e-05,23165.275,21
2025-01-22T00:00:00.000000,2025-01-22T23:59:50.000000,52.70704890419452,82.30778357501681,224.70497700000192,26.68326400000461,1034.1196897789096,3395342.749484892,8.421195285552889,6.61880122603e-05,29348.775,22
2025-01-23T00:00:00.000000,2025-01-23T23:59:50.000000,63.39650097895011,124.43328051654204,553.6890939999905,43.240964000001895,2367.2739900451443,7677729.566107175,12.80473520433,7.21246015551e-05,26229.0,23
2025-01-24T00:00:00.000000,2025-01-24T23:59:50.000000,40.13964846812841,61.70855147213993,266.6261600000063,41.59169399999969,1448.1676119921287,4867424.959370304,6.410562647436487,5.47840028982e-05,26929.0,24
2025-01-25T00:00:00.000000,2025-01-25T23:59:50.000000,2.4377477440582127,3.015431354903816,9.882531000006566,67.15564199999704,1168.1352008334295,3864772.621646021,0.1471586110368359,2.557375533170776e-06,13271.1,25
2025-01-26T00:00:00.000000,2025-01-26T23:59:50.000000,16.931908478410925,22.314100427538584,74.01045900001697,49.95979500000408,1223.1415673110314,4051523.516332907,1.481400374040985,1.82694301831e-05,26699.0,26
