start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-28T00:00:00.000000,2025-01-28T23:59:50.000000,56.035754147668364,110.7748769618148,396.44538299999635,42.07311200000268,1366.1581201527954,4315753.338488256,9.422772981470235,0.0000918706983686278,33920.425
