start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-08T00:00:00.000000,2025-01-08T23:59:50.000000,7.639002294155848,12.607210241399466,68.63202000000217,176.1771789999957,1740.2014122004862,5799991.4953119615,0.38956248697797485,0.000011834493980863847,77335.77500000001
