asks[0].price_mean,asks[0].price_std_dev,asks[0].amount_mean,asks[0].amount_std_dev,bids[0].price_mean,bids[0].price_std_dev,bids[0].amount_mean,bids[0].amount_std_dev,asks[1].price_mean,asks[1].price_std_dev,asks[1].amount_mean,asks[1].amount_std_dev,bids[1].price_mean,bids[1].price_std_dev,bids[1].amount_mean,bids[1].amount_std_dev,asks[2].price_mean,asks[2].price_std_dev,asks[2].amount_mean,asks[2].amount_std_dev,bids[2].price_mean,bids[2].price_std_dev,bids[2].amount_mean,bids[2].amount_std_dev,asks[3].price_mean,asks[3].price_std_dev,asks[3].amount_mean,asks[3].amount_std_dev,bids[3].price_mean,bids[3].price_std_dev,bids[3].amount_mean,bids[3].amount_std_dev,asks[4].price_mean,asks[4].price_std_dev,asks[4].amount_mean,asks[4].amount_std_dev,bids[4].price_mean,bids[4].price_std_dev,bids[4].amount_mean,bids[4].amount_std_dev,asks[5].price_mean,asks[5].price_std_dev,asks[5].amount_mean,asks[5].amount_std_dev,bids[5].price_mean,bids[5].price_std_dev,bids[5].amount_mean,bids[5].amount_std_dev,asks[6].price_mean,asks[6].price_std_dev,asks[6].amount_mean,asks[6].amount_std_dev,bids[6].price_mean,bids[6].price_std_dev,bids[6].amount_mean,bids[6].amount_std_dev,asks[7].price_mean,asks[7].price_std_dev,asks[7].amount_mean,asks[7].amount_std_dev,bids[7].price_mean,bids[7].price_std_dev,bids[7].amount_mean,bids[7].amount_std_dev,asks[8].price_mean,asks[8].price_std_dev,asks[8].amount_mean,asks[8].amount_std_dev,bids[8].price_mean,bids[8].price_std_dev,bids[8].amount_mean,bids[8].amount_std_dev,asks[9].price_mean,asks[9].price_std_dev,asks[9].amount_mean,asks[9].amount_std_dev,bids[9].price_mean,bids[9].price_std_dev,bids[9].amount_mean,bids[9].amount_std_dev,asks[10].price_mean,asks[10].price_std_dev,asks[10].amount_mean,asks[10].amount_std_dev,bids[10].price_mean,bids[10].price_std_dev,bids[10].amount_mean,bids[10].amount_std_dev,asks[11].price_mean,asks[11].price_std_dev,asks[11].amount_mean,asks[11].amount_std_dev,bids[11].price_mean,bids[11].price_std_dev,bids[11].amount_mean,bids[11].amount_std_dev,asks[12].price_mean,asks[12].price_std_dev,asks[12].amount_mean,asks[12].amount_std_dev,bids[12].price_mean,bids[12].price_std_dev,bids[12].amount_mean,bids[12].amount_std_dev,asks[13].price_mean,asks[13].price_std_dev,asks[13].amount_mean,asks[13].amount_std_dev,bids[13].price_mean,bids[13].price_std_dev,bids[13].amount_mean,bids[13].amount_std_dev,asks[14].price_mean,asks[14].price_std_dev,asks[14].amount_mean,asks[14].amount_std_dev,bids[14].price_mean,bids[14].price_std_dev,bids[14].amount_mean,bids[14].amount_std_dev,asks[15].price_mean,asks[15].price_std_dev,asks[15].amount_mean,asks[15].amount_std_dev,bids[15].price_mean,bids[15].price_std_dev,bids[15].amount_mean,bids[15].amount_std_dev,asks[16].price_mean,asks[16].price_std_dev,asks[16].amount_mean,asks[16].amount_std_dev,bids[16].price_mean,bids[16].price_std_dev,bids[16].amount_mean,bids[16].amount_std_dev,asks[17].price_mean,asks[17].price_std_dev,asks[17].amount_mean,asks[17].amount_std_dev,bids[17].price_mean,bids[17].price_std_dev,bids[17].amount_mean,bids[17].amount_std_dev,asks[18].price_mean,asks[18].price_std_dev,asks[18].amount_mean,asks[18].amount_std_dev,bids[18].price_mean,bids[18].price_std_dev,bids[18].amount_mean,bids[18].amount_std_dev,asks[19].price_mean,asks[19].price_std_dev,asks[19].amount_mean,asks[19].amount_std_dev,bids[19].price_mean,bids[19].price_std_dev,bids[19].amount_mean,bids[19].amount_std_dev,asks[20].price_mean,asks[20].price_std_dev,asks[20].amount_mean,asks[20].amount_std_dev,bids[20].price_mean,bids[20].price_std_dev,bids[20].amount_mean,bids[20].amount_std_dev,asks[21].price_mean,asks[21].price_std_dev,asks[21].amount_mean,asks[21].amount_std_dev,bids[21].price_mean,bids[21].price_std_dev,bids[21].amount_mean,bids[21].amount_std_dev,asks[22].price_mean,asks[22].price_std_dev,asks[22].amount_mean,asks[22].amount_std_dev,bids[22].price_mean,bids[22].price_std_dev,bids[22].amount_mean,bids[22].amount_std_dev,asks[23].price_mean,asks[23].price_std_dev,asks[23].amount_mean,asks[23].amount_std_dev,bids[23].price_mean,bids[23].price_std_dev,bids[23].amount_mean,bids[23].amount_std_dev,asks[24].price_mean,asks[24].price_std_dev,asks[24].amount_mean,asks[24].amount_std_dev,bids[24].price_mean,bids[24].price_std_dev,bids[24].amount_mean,bids[24].amount_std_dev
3518.8651168627375,66.3322082674067,44260.82788099112,66511.97282033518,3518.798328738585,66.32631056700833,35927.54896772211,49210.1987553611,3519.0399555937006,66.35601543278868,12860.21197785272,22938.033604790173,3518.6511968701743,66.29879948720827,14354.317387907808,22412.78034116544,3519.168579740131,66.36413368123667,15401.88876299077,19711.526247704205,3518.5311981464965,66.28910379586908,15763.225330470525,21760.51876075075,3519.275799997303,66.37394572446296,15837.5088702787,19847.125329435446,3518.406864313228,66.30729882540045,16055.850099938256,21342.224570039587,3519.37418400776,66.38346997897251,15728.805038718247,19834.64435878338,3518.297650564808,66.31905224690301,16314.963864060855,24913.103306836852,3519.465869597676,66.39135612400773,16066.444732073967,19891.331115904086,3518.201992027099,66.3232731260293,17394.649991282495,29375.38709228461,3519.5527652891074,66.39860485895359,16185.004983234454,20455.882548297093,3518.1114172689495,66.32732069332306,17413.887571341464,30287.697183321838,3519.635490983398,66.40507379251135,16399.101952624933,20670.37085105192,3518.025828360501,66.32906937185602,18481.876049977796,40411.17644559243,3519.715963255471,66.41135117916639,16492.221032499438,20607.888055026426,3517.94267008046,66.3300960502477,16418.864615211227,23683.007681387448,3519.794863872055,66.41708698916378,16570.557318899842,21042.154769191784,3517.8617362718533,66.33057944094254,16370.06812928109,22662.279915697767,3519.872901041382,66.42248276080531,16585.89898992526,20451.750127279854,3517.7829015615403,66.32959535089866,16740.388749408798,22858.368544664216,3519.950481986552,66.42735728783961,16607.12394501325,20235.43928485009,3517.705782995758,66.3277052971964,17451.12786808343,23319.48793114254,3520.0276923317742,66.43161562513833,16594.492299793572,20686.744475238407,3517.6300067187444,66.3253073097408,18165.812380784497,23927.004115861142,3520.1046906104257,66.43505649945568,16699.75208136467,21207.88278476803,3517.555301105537,66.32247424445956,18883.22208572824,24319.277290011483,3520.181287556314,66.43779987971271,16916.919136995843,22065.85549392241,3517.4816259930035,66.31918156431846,19670.496174797066,24554.668126448563,3520.2573898921223,66.44000255918105,17068.523469740623,22576.465807237964,3517.4088644943195,66.3155835792391,20576.641222531427,24584.042031586392,3520.332787569322,66.44161909263282,17404.066229828124,23079.75825714019,3517.336943883345,66.31158998864034,21530.75937247445,25029.212606494635,3520.4074941602344,66.44282358675484,17890.774548447658,24000.1716222776,3517.265636734316,66.30738909843872,22464.80794728269,25771.34653340091,3520.4817307379244,66.44371830815913,18288.622191879524,24255.405109003765,3517.1949332556933,66.30299793446079,23164.98522050473,25768.341110783585,3520.5555459085044,66.44450031226958,18893.30368533754,25043.301333599033,3517.12458575473,66.29846968021427,23805.36319950758,26173.60665819955,3520.6286694052164,66.44532763215015,19530.946780832277,26013.179364397874,3517.054310840242,66.29397372917896,24418.961726008318,26559.721966438283,3520.701182869186,66.44633948548629,20190.282254240996,27387.264196397053,3516.983915253323,66.28964744500408,24530.877867553638,26550.362732155652,3520.773199536477,66.44748802367961,20825.75704292577,28746.66560924546,3516.913277550929,66.28544548314224,24317.661302751745,26359.24670416137,3520.844876789377,66.4489198432874,21407.83579407807,29829.80390297832,3516.8421369785015,66.28152597352442,23935.758414512093,26180.949608173592,3520.9163351606367,66.45058343326238,21950.05254565613,30884.346754193175,3516.7705645283286,66.27804234674485,23198.63110589024,25741.656205800686
