start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-17T00:00:00.000000,2025-01-17T23:59:50.000000,-24.02660542872931,-29.492247686481797,-188.53932199996098,193.08229299996185,4763.551336960296,16283641.46072461,-0.9764713225153081,-0.000011579789856064972,27012.2
