start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-09T00:00:00.000000,2025-01-15T23:59:50.000000,26.098824956978362,47.764021745839415,1528.1043429999263,185.30630199999428,2773.3315696357413,8952861.377258228,8.24637007218445,0.000024383738422522886,71284.95000000001
