start,end,SR,Sortino,Return,MaxDrawdown,DailyNumberOfTrades,DailyTradingValue,ReturnOverMDD,ReturnOverTrade,MaxPositionValue
2025-01-02T00:00:00.000000,2025-01-31T23:59:50.000000,31.220745686164328,60.31351740336097,9047.36609500027,335.32086500002697,2841.2109614620426,9456378.514608473,26.981220196361903,0.00003189170493447024,190313.72499999998
